,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,hour,month,weekend,MIST,THUNDERSTORM,SNOW,RAIN,SQUALL,HAZE,FOG,DRIZZLE,CLEAR,CLOUDS,SMOKE,predictions
33540,0,0.5641871625674859,0.0,0.0,90,6192,0.7391304347826091,4,4,1,0,0,0,0,0,0,0,0,0,0,5938.319639662372
33541,0,0.5641871625674859,0.0,0.0,90,6192,0.7391304347826091,4,4,0,0,0,0,0,0,0,1,0,0,0,5768.170878198654
33542,0,0.5634373125374921,0.0,0.0,90,4536,0.7826086956521741,4,4,0,0,0,1,0,0,0,0,0,0,0,4193.248020152577
33543,0,0.5634373125374921,0.0,0.0,90,4536,0.7826086956521741,4,4,1,0,0,0,0,0,0,0,0,0,0,4260.4726199979405
33544,0,0.5634373125374921,0.0,0.0,90,4536,0.7826086956521741,4,4,0,0,0,0,0,0,0,1,0,0,0,4104.124869416478
33545,0,0.5583383323335329,0.0,0.0,90,3189,0.826086956521739,4,4,0,1,0,0,0,0,0,0,0,0,0,3006.628245741717
33546,0,0.5583383323335329,0.0,0.0,90,3189,0.826086956521739,4,4,0,0,0,1,0,0,0,0,0,0,0,2999.0346183344145
33547,0,0.5583383323335329,0.0,0.0,90,3189,0.826086956521739,4,4,1,0,0,0,0,0,0,0,0,0,0,3141.6850598206433
33548,0,0.5583383323335329,0.0,0.0,90,3189,0.826086956521739,4,4,0,0,0,0,0,0,0,1,0,0,0,3074.954096635716
33549,0,0.559238152369526,0.0,0.0,90,2826,0.8695652173913041,4,4,0,0,0,1,0,0,0,0,0,0,0,2532.905908469467
33550,0,0.559238152369526,0.0,0.0,90,2826,0.8695652173913041,4,4,1,0,0,0,0,0,0,0,0,0,0,2677.337507425458
33551,0,0.559238152369526,0.0,0.0,90,2826,0.8695652173913041,4,4,0,0,0,0,0,0,0,1,0,0,0,2612.3273639280865
33552,0,0.559238152369526,0.0,0.0,90,2826,0.8695652173913041,4,4,0,1,0,0,0,0,0,0,0,0,0,2542.411758199915
33553,0,0.555338932213558,0.0,0.0,90,2356,0.91304347826087,4,4,0,0,0,1,0,0,0,0,0,0,0,2067.1370296120353
33554,0,0.555338932213558,0.0,0.0,90,2356,0.91304347826087,4,4,0,0,0,0,0,0,0,1,0,0,0,2144.2845605868574
33555,0,0.553389322135573,0.0,0.0,90,1693,0.956521739130435,4,4,0,0,0,1,0,0,0,0,0,0,0,1637.0624794990872
33556,0,0.553389322135573,0.0,0.0,90,1693,0.956521739130435,4,4,0,0,0,0,0,0,0,1,0,0,0,1704.9609560150104
33557,0,0.553389322135573,0.0,0.0,90,1693,0.956521739130435,4,4,0,1,0,0,0,0,0,0,0,0,0,1632.0373568967234
33558,0,0.55128974205159,0.0,0.0,90,1083,1.0,4,4,0,0,0,1,0,0,0,0,0,0,0,1221.4751098682264
33559,0,0.55128974205159,0.0,0.0,90,1083,1.0,4,4,1,0,0,0,0,0,0,0,0,0,0,1340.589912159675
33560,0,0.55128974205159,0.0,0.0,90,1083,1.0,4,4,0,0,0,0,0,0,0,1,0,0,0,1283.804641762609
33561,0,0.545440911817636,0.0,0.0,90,592,0.0,4,5,0,0,0,1,0,0,0,0,0,0,0,641.4801065783691
33562,0,0.545440911817636,0.0,0.0,90,592,0.0,4,5,0,0,0,0,0,0,0,1,0,0,0,605.2827445848164
33563,0,0.544391121775645,0.0,0.0,90,361,0.0434782608695652,4,5,0,0,0,1,0,0,0,0,0,0,0,595.8225395255824
33564,0,0.542291541691662,0.0,0.0,90,257,0.0869565217391304,4,5,0,0,0,1,0,0,0,0,0,0,0,508.56401790120583
33565,0,0.542291541691662,0.0,0.0,90,257,0.0869565217391304,4,5,0,0,0,0,0,0,0,1,0,0,0,260.1134536195308
33566,0,0.542291541691662,0.0,0.0,90,257,0.0869565217391304,4,5,0,1,0,0,0,0,0,0,0,0,0,417.05782141384935
33567,0,0.535392921415717,0.0,0.0,90,327,0.130434782608696,4,5,0,0,0,1,0,0,0,0,0,0,0,497.45338601489493
33568,0,0.535392921415717,0.0,0.0,90,327,0.130434782608696,4,5,1,0,0,0,0,0,0,0,0,0,0,375.82461815679267
33569,0,0.535392921415717,0.0,0.0,90,327,0.130434782608696,4,5,0,0,0,0,0,0,0,1,0,0,0,302.7129020371058
33570,0,0.535392921415717,0.0,0.0,90,327,0.130434782608696,4,5,0,1,0,0,0,0,0,0,0,0,0,389.8425965835595
33571,0,0.531343731253749,0.0,0.0,90,840,0.17391304347826098,4,5,0,0,0,1,0,0,0,0,0,0,0,750.0251111035055
33572,0,0.531343731253749,0.0,0.0,90,840,0.17391304347826098,4,5,1,0,0,0,0,0,0,0,0,0,0,674.4384375943082
33573,0,0.531343731253749,0.0,0.0,90,840,0.17391304347826098,4,5,0,0,0,0,0,0,0,1,0,0,0,683.0625912541799
33574,0,0.5242951409718061,0.0,0.0,90,2700,0.21739130434782603,4,5,0,0,0,1,0,0,0,0,0,0,0,2352.782264038747
33575,0,0.5242951409718061,0.0,0.0,90,2700,0.21739130434782603,4,5,1,0,0,0,0,0,0,0,0,0,0,2436.5090995226305
33576,0,0.5242951409718061,0.0,0.0,90,2700,0.21739130434782603,4,5,0,0,0,0,0,0,0,1,0,0,0,2565.306759340096
33577,0,0.519346130773845,0.0,0.0,90,5641,0.260869565217391,4,5,1,0,0,0,0,0,0,0,0,0,0,5096.392146266802
33578,0,0.519346130773845,0.0,0.0,90,5641,0.260869565217391,4,5,0,0,0,1,0,0,0,0,0,0,0,5037.181645894662
33579,0,0.519346130773845,0.0,0.0,90,5641,0.260869565217391,4,5,0,0,0,0,0,0,0,1,0,0,0,5259.880928453328
33580,0,0.514247150569886,0.0,0.0,90,6470,0.304347826086957,4,5,0,0,0,0,0,0,0,1,0,0,0,6083.209090949067
33581,0,0.514247150569886,0.0,0.0,90,6470,0.304347826086957,4,5,1,0,0,0,0,0,0,0,0,0,0,6237.217421873967
33582,0,0.514247150569886,0.0,0.0,90,6470,0.304347826086957,4,5,0,0,0,1,0,0,0,0,0,0,0,5909.672403866871
33583,0,0.5163467306538689,0.0,0.0,90,5858,0.34782608695652195,4,5,0,0,0,0,0,0,0,1,0,0,0,5628.794346631576
33584,0,0.5163467306538689,0.0,0.0,90,5858,0.34782608695652195,4,5,1,0,0,0,0,0,0,0,0,0,0,5783.327198377457
33585,0,0.521295740851829,0.0,0.0,90,5226,0.39130434782608703,4,5,0,0,0,0,0,0,0,1,0,0,0,5176.404158380654
33586,0,0.521295740851829,0.0,0.0,90,5226,0.39130434782608703,4,5,1,0,0,0,0,0,0,0,0,0,0,5331.194318707029
33587,0,0.525344931013798,0.0,0.0,90,4667,0.43478260869565205,4,5,1,0,0,0,0,0,0,0,0,0,0,4876.9286770918825
33588,0,0.525344931013798,0.0,0.0,90,4667,0.43478260869565205,4,5,0,0,0,0,0,0,0,1,0,0,0,4762.070697548367
33589,0,0.5352429514097179,0.0,0.0,90,5023,0.4782608695652171,4,5,1,0,0,0,0,0,0,0,0,0,0,4846.998311264976
33590,0,0.5352429514097179,0.0,0.0,90,5023,0.4782608695652171,4,5,0,0,0,1,0,0,0,0,0,0,0,4621.648285665624
33591,0,0.5352429514097179,0.0,0.0,90,5023,0.4782608695652171,4,5,0,0,0,0,0,0,0,1,0,0,0,4753.856446871395
33592,0,0.542291541691662,0.0,0.0,90,5099,0.5217391304347829,4,5,1,0,0,0,0,0,0,0,0,0,0,4962.033646626119
33593,0,0.542291541691662,0.0,0.0,90,5099,0.5217391304347829,4,5,0,0,0,0,0,0,0,1,0,0,0,4919.651191639714
33594,0,0.548290341931614,0.0,0.0,90,5104,0.565217391304348,4,5,1,0,0,0,0,0,0,0,0,0,0,5220.094179541614
33595,0,0.55128974205159,0.0,0.0,90,5496,0.608695652173913,4,5,0,0,0,0,0,0,0,0,0,1,0,5528.775008965566
33596,0,0.5583383323335329,0.0,0.0,90,5949,0.652173913043478,4,5,0,0,0,0,0,0,0,0,0,1,0,5850.505220069906
33597,0,0.5692861427714461,0.0,0.0,90,6925,0.695652173913043,4,5,0,0,0,1,0,0,0,0,0,0,0,5928.545509543747
33598,0,0.574685062987402,0.0,0.0,75,6457,0.7391304347826091,4,5,0,0,0,1,0,0,0,0,0,0,0,5844.6046661303435
33599,0,0.5785842831433721,0.0,0.0,75,4832,0.7826086956521741,4,5,0,0,0,0,0,0,0,0,0,1,0,4255.548843655368
33600,0,0.574235152969406,0.0,0.0,90,3755,0.826086956521739,4,5,0,0,0,0,0,0,0,0,0,1,0,3360.96848445244
33601,0,0.570335932813438,0.0,0.0,40,3290,0.8695652173913041,4,5,0,0,0,0,0,0,0,0,0,1,0,2965.5863640952525
33602,0,0.540041991601679,0.0,0.0,40,3062,0.91304347826087,4,5,0,0,0,0,0,0,0,0,0,1,0,2502.343919447407
33603,0,0.532243551289742,0.0,0.0,1,2125,0.956521739130435,4,5,0,0,0,0,0,0,0,0,1,0,0,2224.1533116651945
33604,0,0.524145170965807,0.0,0.0,1,1350,1.0,4,5,0,0,0,0,0,0,0,0,1,0,0,1768.1702784289896
33605,0,0.512147570485903,0.0,0.0,1,778,0.0,4,6,0,0,0,0,0,0,0,0,1,0,0,691.5197875076291
33606,0,0.498950209958009,0.0,0.0,1,444,0.0434782608695652,4,6,1,0,0,0,0,0,0,0,0,0,0,653.4016746235533
33607,0,0.490551889622076,0.0,0.0,1,331,0.0869565217391304,4,6,1,0,0,0,0,0,0,0,0,0,0,544.1507620885418
33608,0,0.475404919016197,0.0,0.0,1,382,0.130434782608696,4,6,1,0,0,0,0,0,0,0,0,0,0,570.3601499402595
33609,0,0.46640671865626904,0.0,0.0,1,808,0.17391304347826098,4,6,1,0,0,0,0,0,0,0,0,0,0,1021.4230408518862
33610,0,0.46640671865626904,0.0,0.0,1,808,0.17391304347826098,4,6,0,0,0,0,0,0,1,0,0,0,0,1048.0180338267935
33611,0,0.46535692861427796,0.0,0.0,1,2638,0.21739130434782603,4,6,1,0,0,0,0,0,0,0,0,0,0,2675.421682266447
33612,0,0.4625074985003,0.0,0.0,1,5570,0.260869565217391,4,6,1,0,0,0,0,0,0,0,0,0,0,5280.289340713926
33613,0,0.4625074985003,0.0,0.0,1,5570,0.260869565217391,4,6,0,0,0,0,0,0,1,0,0,0,0,5230.82914745102
33614,0,0.467906418716257,0.0,0.0,1,6703,0.304347826086957,4,6,1,0,0,0,0,0,0,0,0,0,0,6180.250423754235
33615,0,0.467906418716257,0.0,0.0,1,6703,0.304347826086957,4,6,0,0,0,0,0,0,1,0,0,0,0,5848.073870602299
33616,0,0.48845230953809204,0.0,0.0,5,6237,0.34782608695652195,4,6,1,0,0,0,0,0,0,0,0,0,0,5573.461498674756
33617,0,0.545290941811638,0.0,0.0,5,4993,0.39130434782608703,4,6,0,0,0,0,0,0,0,0,1,0,0,4905.150817357281
33618,0,0.5820335932813441,0.0,0.0,1,4729,0.43478260869565205,4,6,0,0,0,0,0,0,0,0,1,0,0,4837.34970878288
33619,0,0.613227354529094,0.0,0.0,20,5240,0.4782608695652171,4,6,0,0,0,0,0,0,0,0,0,1,0,5036.271854430347
33620,0,0.640221955608878,0.0,0.0,1,5329,0.5217391304347829,4,6,0,0,0,0,0,0,0,0,1,0,0,5341.418648665877
33621,0,0.6646670665866831,0.0,0.0,40,5127,0.565217391304348,4,6,0,0,0,0,0,0,0,0,0,1,0,5515.933545312015
33622,0,0.66751649670066,0.0,0.0,40,5424,0.608695652173913,4,6,0,0,0,0,0,0,0,0,0,1,0,5760.890107322748
33623,0,0.6880623875224949,0.0,0.0,40,5993,0.652173913043478,4,6,0,0,0,0,0,0,0,0,0,1,0,6035.911033215204
33624,0,0.69001199760048,0.0,0.0,40,6493,0.695652173913043,4,6,0,0,0,0,0,0,0,0,0,1,0,5881.584444215143
33625,0,0.691661667666467,0.0,0.0,40,6058,0.7391304347826091,4,6,0,0,0,0,0,0,0,0,0,1,0,5614.575507136834
33626,0,0.692711457708458,0.0,0.0,40,5049,0.7826086956521741,4,6,0,0,0,0,0,0,0,0,0,1,0,4169.348073578409
33627,0,0.6892621475704859,0.0,0.0,1,3959,0.826086956521739,4,6,0,0,0,0,0,0,0,0,1,0,0,3556.990148970532
33628,0,0.679214157168566,0.0,0.0,40,3507,0.8695652173913041,4,6,0,0,0,0,0,0,0,0,0,1,0,3145.787413797649
33629,0,0.615926814637072,0.0,0.0,1,3549,0.91304347826087,4,6,0,0,0,0,0,0,0,0,1,0,0,2866.92018443438
33630,0,0.6019796040791839,0.0,0.0,1,3058,0.956521739130435,4,6,0,0,0,0,0,0,0,0,1,0,0,2529.4901874370066
33631,0,0.577684463107379,0.0,0.0,1,3193,1.0,4,6,0,0,0,0,0,0,0,0,1,0,0,2128.9334866226777
33632,0,0.5484403119376121,0.0,0.0,1,1638,0.0,4,7,0,0,0,0,0,0,0,0,1,0,0,806.628430196679
33633,0,0.528494301139772,0.0,0.0,1,998,0.0434782608695652,4,7,0,0,0,0,0,0,0,0,1,0,0,741.7873118232962
33634,0,0.516496700659868,0.0,0.0,1,698,0.0869565217391304,4,7,0,0,0,0,0,0,0,0,1,0,0,624.4558955692864
33635,0,0.5110977804439121,0.0,0.0,1,514,0.130434782608696,4,7,0,0,0,0,0,0,0,0,1,0,0,507.30258998066535
33636,0,0.49610077984403206,0.0,0.0,1,500,0.17391304347826098,4,7,0,0,0,0,0,0,0,0,1,0,0,487.529570963908
33637,0,0.48440311937612496,0.0,0.0,1,854,0.21739130434782603,4,7,0,0,0,0,0,0,0,0,1,0,0,707.3000148537175
33638,0,0.478404319136173,0.0,0.0,1,1581,0.260869565217391,4,7,0,0,0,0,0,0,0,0,1,0,0,1357.46091897261
33639,0,0.474355128974205,0.0,0.0,1,2588,0.304347826086957,4,7,0,0,0,0,0,0,0,0,1,0,0,2599.768223041758
33640,0,0.508248350329934,0.0,0.0,1,3660,0.34782608695652195,4,7,0,0,0,0,0,0,0,0,1,0,0,3121.8638151938917
33641,0,0.5857828434313139,0.0,0.0,1,4121,0.39130434782608703,4,7,0,0,0,0,0,0,0,0,1,0,0,3643.710658982012
33642,0,0.645770845830834,0.0,0.0,5,4354,0.43478260869565205,4,7,0,0,0,0,0,0,0,0,1,0,0,4081.751131947453
33643,0,0.69751049790042,0.0,0.0,1,4979,0.4782608695652171,4,7,0,0,0,0,0,0,0,0,1,0,0,4583.749823145196
33644,0,0.698110377924415,0.0,0.0,1,5891,0.5217391304347829,4,7,0,0,0,0,0,0,0,0,1,0,0,4820.814041661811
33645,0,0.712207558488302,0.0,0.0,40,5422,0.565217391304348,4,7,0,0,0,0,0,0,0,0,0,1,0,4444.905432070845
33646,0,0.722705458908218,0.0,0.0,40,4904,0.608695652173913,4,7,0,0,0,0,0,0,0,0,0,1,0,4377.30612115208
33647,0,0.7359028194361129,0.0,0.0,1,4732,0.652173913043478,4,7,0,0,0,0,0,0,0,0,1,0,0,4726.666412238196
33648,0,0.7434013197360531,0.0,0.0,5,4436,0.695652173913043,4,7,0,0,0,0,0,0,0,0,1,0,0,4626.415514276059
33649,0,0.7471505698860229,0.0,0.0,5,5024,0.7391304347826091,4,7,0,0,0,0,0,0,0,0,1,0,0,4650.0566060069195
33650,0,0.7482003599280139,0.0,0.0,5,5581,0.7826086956521741,4,7,0,0,0,0,0,0,0,0,1,0,0,3755.9766774275236
33651,0,0.7275044991001801,0.0,0.0,1,3813,0.826086956521739,4,7,0,0,0,0,0,0,0,0,1,0,0,3273.9568013179874
33652,0,0.7183563287342541,0.0,0.0,5,3389,0.8695652173913041,4,7,0,0,0,0,0,0,0,0,1,0,0,3171.979692208914
33653,0,0.660167966406719,0.0,0.0,1,3209,0.91304347826087,4,7,0,0,0,0,0,0,0,0,1,0,0,2823.7403060895954
33654,0,0.624325134973005,0.0,0.0,1,3055,0.956521739130435,4,7,0,0,0,0,0,0,0,0,1,0,0,2561.3356957352976
33655,0,0.6094781043791241,0.0,0.0,1,2163,1.0,4,7,0,0,0,0,0,0,0,0,1,0,0,2287.2927210252515
33656,0,0.602129574085183,0.0,0.0,1,1378,0.0,4,1,0,0,0,0,0,0,0,0,1,0,0,1191.839894805694
33657,0,0.6063287342531489,0.0,0.0,1,867,0.0434782608695652,4,1,0,0,0,0,0,0,0,0,1,0,0,963.3507563854797
33658,0,0.598230353929214,0.0,0.0,1,684,0.0869565217391304,4,1,0,0,0,0,0,0,0,0,1,0,0,695.8025682451192
33659,0,0.603329334133174,0.0,0.0,1,410,0.130434782608696,4,1,0,0,0,0,0,0,0,0,1,0,0,481.6119530308538
33660,0,0.5973305338932221,0.0,0.0,1,353,0.17391304347826098,4,1,0,0,0,0,0,0,0,0,1,0,0,423.2386197762628
33661,0,0.586082783443312,0.0,0.0,1,472,0.21739130434782603,4,1,0,0,0,0,0,0,0,0,1,0,0,600.5954419450151
33662,0,0.574385122975405,0.0,0.0,1,809,0.260869565217391,4,1,0,0,0,0,0,0,0,0,1,0,0,843.4135534733647
33663,0,0.559388122375525,0.0,0.0,40,1283,0.304347826086957,4,1,0,0,0,0,0,0,0,1,0,0,0,1256.8299787696085
33664,0,0.575284943011398,0.0,0.0,75,2159,0.34782608695652195,4,1,0,0,0,0,0,0,0,0,0,1,0,1942.2365272152067
33665,0,0.6052789442111579,0.0,0.0,1,3059,0.39130434782608703,4,1,0,0,0,0,0,0,0,0,1,0,0,2794.3650527886525
33666,0,0.6103779244151171,0.0,0.0,1,3849,0.43478260869565205,4,1,0,0,0,0,0,0,0,0,1,0,0,3718.874988545881
33667,0,0.629424115176965,0.0,0.0,75,4480,0.4782608695652171,4,1,0,0,0,0,0,0,0,0,0,1,0,3704.792684502446
33668,0,0.6643671265746851,0.0,0.0,1,4907,0.5217391304347829,4,1,0,0,0,0,0,0,0,0,1,0,0,4036.40853538902
33669,0,0.682363527294541,0.0,0.0,1,4792,0.565217391304348,4,1,0,0,0,0,0,0,0,0,1,0,0,4204.692104500228
33670,0,0.688362327534494,0.0,0.0,75,4519,0.608695652173913,4,1,0,0,0,0,0,0,0,0,0,1,0,4082.2877043733947
33671,0,0.7054589082183571,0.0,0.0,90,4488,0.652173913043478,4,1,0,0,0,0,0,0,0,0,0,1,0,4224.971150020808
33672,0,0.7134073185362929,0.0,0.0,90,4769,0.695652173913043,4,1,0,0,0,0,0,0,0,0,0,1,0,4293.637499812458
33673,0,0.7185062987402521,0.0,0.0,90,4238,0.7391304347826091,4,1,0,0,0,0,0,0,0,0,0,1,0,3972.3599209585104
33674,0,0.7185062987402521,0.0,0.0,1,3722,0.7826086956521741,4,1,0,0,0,0,0,0,0,0,1,0,0,3915.718690424397
33675,0,0.7023095380923821,0.0,0.0,1,3123,0.826086956521739,4,1,0,0,0,0,0,0,0,0,1,0,0,3436.349891334159
33676,0,0.69256148770246,0.0,0.0,1,2848,0.8695652173913041,4,1,0,0,0,0,0,0,0,0,1,0,0,2960.2856786093894
33677,0,0.6324235152969411,0.0,0.0,1,2626,0.91304347826087,4,1,0,0,0,0,0,0,0,0,1,0,0,2448.247783631337
33678,0,0.6207258548290339,0.0,0.0,1,1717,0.956521739130435,4,1,0,0,0,0,0,0,0,0,1,0,0,1970.434556937076
33679,0,0.593581283743252,0.0,0.0,1,1031,1.0,4,1,0,0,0,0,0,0,0,0,1,0,0,1488.7698407121327
33680,0,0.580683863227355,0.0,0.0,1,580,0.0,4,2,0,0,0,0,0,0,0,0,1,0,0,452.0012298351376
33681,0,0.568536292741452,0.0,0.0,1,353,0.0434782608695652,4,2,0,0,0,0,0,0,0,0,1,0,0,311.23479058858294
33682,0,0.567636472705459,0.0,0.0,1,263,0.0869565217391304,4,2,0,0,0,0,0,0,0,0,1,0,0,283.51170513051386
33683,0,0.5625374925015,0.0,0.0,1,343,0.130434782608696,4,2,0,0,0,0,0,0,0,0,1,0,0,394.55811760557094
33684,0,0.5604379124175171,0.0,0.0,1,836,0.17391304347826098,4,2,0,0,0,0,0,0,0,0,1,0,0,923.346849645665
33685,0,0.5524895020995799,0.0,0.0,1,2738,0.21739130434782603,4,2,0,0,0,0,0,0,0,0,1,0,0,2919.5356657918032
33686,0,0.553389322135573,0.0,0.0,1,5772,0.260869565217391,4,2,0,0,0,0,0,0,0,0,1,0,0,5641.586900545002
33687,0,0.579334133173365,0.0,0.0,1,6830,0.304347826086957,4,2,0,0,0,0,0,0,0,0,1,0,0,6297.846150080058
33688,0,0.605128974205159,0.0,0.0,1,6369,0.34782608695652195,4,2,0,0,0,0,0,0,0,0,1,0,0,5656.67152530657
33689,0,0.651169766046791,0.0,0.0,1,5111,0.39130434782608703,4,2,0,0,0,0,0,0,0,0,1,0,0,4984.276341057456
33690,0,0.6852129574085178,0.0,0.0,1,4457,0.43478260869565205,4,2,0,0,0,0,0,0,0,0,1,0,0,4608.893461453376
33691,0,0.704259148170366,0.0,0.0,1,4548,0.4782608695652171,4,2,0,0,0,0,0,0,0,0,1,0,0,4700.530916813171
33692,0,0.7203059388122379,0.0,0.0,90,4660,0.5217391304347829,4,2,0,0,0,0,0,0,0,0,0,1,0,4598.840358177923
33693,0,0.7372525494901021,0.0,0.0,90,4548,0.565217391304348,4,2,0,0,0,0,0,0,0,0,0,1,0,4983.401856674554
33694,0,0.755248950209958,0.0,0.0,75,4934,0.608695652173913,4,2,0,0,0,0,0,0,0,0,0,1,0,5350.848169628641
33695,0,0.763197360527894,0.0,0.0,90,5456,0.652173913043478,4,2,0,0,0,0,0,0,0,0,0,1,0,5726.834190005794
33696,0,0.7573485302939409,0.0,0.0,90,6554,0.695652173913043,4,2,0,0,0,0,0,0,0,0,0,1,0,6058.451344969007
33697,0,0.747300539892022,0.0,0.0,90,6046,0.7391304347826091,4,2,0,0,0,1,0,0,0,0,0,0,0,5727.576885543483
33698,0,0.739352129574085,0.0,0.0,90,4501,0.7826086956521741,4,2,0,0,0,1,0,0,0,0,0,0,0,4262.227188682132
33699,0,0.739352129574085,0.0,0.0,90,4501,0.7826086956521741,4,2,0,0,0,0,0,0,0,1,0,0,0,4372.091366897231
33700,0,0.7203059388122379,0.0,0.0,90,3243,0.826086956521739,4,2,0,0,0,0,0,0,0,0,0,1,0,3091.8866859137365
33701,0,0.717306538692262,0.0,0.0,90,2773,0.8695652173913041,4,2,0,0,0,0,0,0,0,0,0,1,0,2622.5046402225976
33702,0,0.717306538692262,0.0,0.0,90,2357,0.91304347826087,4,2,0,0,0,0,0,0,0,0,0,1,0,2154.15462373159
33703,0,0.7153569286142769,0.0,0.0,90,1559,0.956521739130435,4,2,0,0,0,0,0,0,0,0,0,1,0,1684.2623726593347
33704,0,0.7153569286142769,0.0,0.0,90,981,1.0,4,2,0,0,0,1,0,0,0,0,0,0,0,1105.3860807039518
33705,0,0.705308938212358,0.0,0.0,90,551,0.0,4,3,0,0,0,0,0,0,0,1,0,0,0,507.9070341937007
33706,0,0.705308938212358,0.0,0.0,90,551,0.0,4,3,0,0,0,1,0,0,0,0,0,0,0,645.5056041439262
33707,0,0.6834133173365329,0.0,0.0,90,351,0.0434782608695652,4,3,0,0,0,1,0,0,0,0,0,0,0,422.14344842386834
33708,0,0.6834133173365329,0.0,0.0,90,351,0.0434782608695652,4,3,0,0,0,0,0,0,0,1,0,0,0,326.73785854609383
33709,0,0.6627174565086981,0.0,0.0,90,251,0.0869565217391304,4,3,0,0,0,0,0,0,0,1,0,0,0,224.54158778767624
33710,0,0.675764847030594,0.0,0.0,90,312,0.130434782608696,4,3,0,0,0,0,0,0,0,0,0,1,0,471.5150114673742
33711,0,0.6714157168566289,0.0,0.0,90,836,0.17391304347826098,4,3,0,0,0,0,0,0,0,0,0,1,0,763.1757606501573
33712,0,0.6684163167366519,0.0,0.0,90,2793,0.21739130434782603,4,3,0,0,0,0,0,0,0,0,0,1,0,2488.379196431782
33713,0,0.657468506298741,0.0,0.0,90,5617,0.260869565217391,4,3,0,0,0,0,0,0,0,0,0,1,0,5121.761291260237
33714,0,0.6343731253749251,0.0,0.0,75,6781,0.304347826086957,4,3,1,0,0,0,0,0,0,0,0,0,0,6269.321422270744
33715,0,0.6343731253749251,0.0,0.0,75,6781,0.304347826086957,4,3,0,0,0,1,0,0,0,0,0,0,0,6041.0614344867845
33716,0,0.628374325134973,0.0,0.0,75,6318,0.34782608695652195,4,3,1,0,0,0,0,0,0,0,0,0,0,5669.300337466027
33717,0,0.636622675464907,0.0,0.0,90,5217,0.39130434782608703,4,3,1,0,0,0,0,0,0,0,0,0,0,5335.396426409345
33718,0,0.647720455908818,0.0,0.0,90,4654,0.43478260869565205,4,3,1,0,0,0,0,0,0,0,0,0,0,4725.571858522677
33719,0,0.6732153569286141,0.0,0.0,40,4712,0.4782608695652171,4,3,0,0,0,0,0,1,0,0,0,0,0,4834.889220003676
33720,0,0.669316136772645,0.0,0.0,40,4982,0.5217391304347829,4,3,0,0,0,0,0,0,0,0,0,1,0,4842.97730611996
33721,0,0.68626274745051,0.0,0.0,75,4782,0.565217391304348,4,3,0,0,0,0,0,0,0,0,0,1,0,5225.635448398697
33722,0,0.68131373725255,0.0,0.0,90,5107,0.608695652173913,4,3,0,0,0,1,0,0,0,0,0,0,0,5379.603525486332
33723,0,0.6771145770845839,0.0,0.0,90,5648,0.652173913043478,4,3,0,0,0,1,0,0,0,0,0,0,0,5849.041963324039
33724,0,0.6771145770845839,0.0,0.0,90,5648,0.652173913043478,4,3,1,0,0,0,0,0,0,0,0,0,0,6067.902333386131
33725,0,0.6771145770845839,0.0,0.0,90,5648,0.652173913043478,4,3,0,0,0,0,0,1,0,0,0,0,0,6104.7465589921785
33726,0,0.652369526094781,0.0,0.0,90,6376,0.695652173913043,4,3,0,0,0,1,0,0,0,0,0,0,0,6203.47623605535
33727,0,0.652369526094781,0.0,0.0,90,6376,0.695652173913043,4,3,1,0,0,0,0,0,0,0,0,0,0,6398.582161846518
33728,0,0.636922615476905,0.0,0.0,90,5971,0.7391304347826091,4,3,0,0,0,1,0,0,0,0,0,0,0,5839.106004929794
33729,0,0.636922615476905,0.0,0.0,90,5971,0.7391304347826091,4,3,1,0,0,0,0,0,0,0,0,0,0,5953.664202672168
33730,0,0.634673065386922,0.0,0.0,90,4537,0.7826086956521741,4,3,0,0,0,1,0,0,0,0,0,0,0,4337.993277846069
33731,0,0.634673065386922,0.0,0.0,90,4537,0.7826086956521741,4,3,1,0,0,0,0,0,0,0,0,0,0,4461.999029499495
33732,0,0.628074385122975,0.0,0.0,90,3193,0.826086956521739,4,3,0,0,0,1,0,0,0,0,0,0,0,2965.880246001989
33733,0,0.628074385122975,0.0,0.0,90,3193,0.826086956521739,4,3,1,0,0,0,0,0,0,0,0,0,0,3077.2038324121977
33734,0,0.623275344931014,0.0,0.0,90,2731,0.8695652173913041,4,3,0,0,0,1,0,0,0,0,0,0,0,2476.636497213753
33735,0,0.623275344931014,0.0,0.0,90,2731,0.8695652173913041,4,3,1,0,0,0,0,0,0,0,0,0,0,2596.8211839145274
33736,0,0.618326334733054,0.0,0.0,90,2164,0.91304347826087,4,3,0,0,0,1,0,0,0,0,0,0,0,2016.051300899797
33737,0,0.618326334733054,0.0,0.0,90,2164,0.91304347826087,4,3,1,0,0,0,0,0,0,0,0,0,0,2134.017818216719
33738,0,0.618326334733054,0.0,0.0,90,2164,0.91304347826087,4,3,0,0,0,0,0,0,0,1,0,0,0,2097.521361874646
33739,0,0.6103779244151171,0.0,0.0,90,1688,0.956521739130435,4,3,0,0,0,1,0,0,0,0,0,0,0,1563.3511496702001
33740,0,0.6103779244151171,0.0,0.0,90,1688,0.956521739130435,4,3,1,0,0,0,0,0,0,0,0,0,0,1667.7692726362272
33741,0,0.6103779244151171,0.0,0.0,90,1688,0.956521739130435,4,3,0,0,0,0,0,0,0,1,0,0,0,1642.930101519942
